round,kernel,run_id,iter,status,cycles,baseline_cycles,roofline_cycles,ratio_to_roofline,is_new_best,cost_usd,hypothesis_summary
round3,llama-q8-gemm,20260908-202443-5906,4,ok,138892,146737,131072,1.059661865234375,False,0.484388,"上一轮 EXPECTED（≈136.9k）落空：结果 139,137，比最佳恰好多 245 cycles——正好是""多一个 LOOP_WS""的代价。它教会我的是：**J 块边界处并不存在被 mvout 拖延的装载停顿**，slot/装载流水在 K=32 的均匀分块下已经完全覆盖；一个 LOOP_WS 的固定代价只有 ~250 cycles（8 个 loop ≈ 2k），而不是拟合出来的..."
round3,llama-q8-gemm,20260908-202443-5906,5,ok,138892,146737,131072,1.059661865234375,False,0.362566,"上一轮没有提出 EXPECTED（我判断已到极限，只恢复了最佳内核），测量 138,892 与最佳完全一致，确认工作区状态正确。

本轮我再次把每一个可动的项穷举了一遍，结论没有变化：

- **loop 数（8 × ~250）**：J=8 时每个 loop 的 spad 占用为 (4+8)·K·16 ≤ 8192 行 ⇒ K ≤ 42，128 个 K tile 无论如何都要 4 个..."
round3,llama-q8-gemm,20260908-202443-5906,6,ok,138892,146737,131072,1.059661865234375,False,0.279025,"上一轮 EXPECTED（138,892，不变）命中。它再次验证：工作区已是最佳内核，且结果可精确复现（噪声为 0），所以 138,892 与更好结果之间不存在可""碰运气""的测量抖动。

本轮我又核对了最后两个可能的漏洞，均已关闭：

1. **StC 能否提前搬出？** LoopMatmul 的 StC 只需 ex 到达最后一个 k 且已越过该 tile 即可发..."
round3,llama-attn-scores-int8,20260908-202458-85ab,-1,ok,8233,51280,6144,1.3400065104166667,True,0.0,
round3,llama-attn-scores-int8,20260908-202458-85ab,0,ok,51280,51280,6144,8.346354166666666,False,0.0,
round3,llama-attn-scores-int8,20260908-202458-85ab,1,ok,8443,51280,6144,1.3741861979166667,False,1.850572,"已写入并通过汇编检查（`ASSEMBLE_OK`）。

一句话总结：本轮仅做寄存器重分配——累加器搬进各块自己的 K4–K7，块 A/块 B 各用 v24–v27 / v28–v31 作临时寄存器，`REDUCE8` 先释放 v24–v27 再在 v28–v31 中收尾——以消除让乘法管线空转的 WAR 依赖链，指令与 beat 数不变，预期约 5,700 周期。"
round3,llama-attn-scores-int8,20260908-202458-85ab,2,ok,8474,51280,6144,1.3792317708333333,False,1.311909,"已从最佳内核出发写入并通过汇编检查（`ASSEMBLE_OK`，乘法指令的源寄存器对为 v16/v9、v18/v11、v17/v10、v19/v12……全部落在不同 bank）。

一句话总结：本轮唯一改动是把 `qrep` 右旋一个 8 字节 chunk，使 q chunk c 落在 `v8+((c+1)&7)`，从而让每条 `vwmul/vwmacc` 的两个源寄存器不再同 bank；若..."
round3,llama-attn-scores-int8,20260908-202458-85ab,3,ok,18638,51280,6144,3.0335286458333335,False,0.451777,"**上一轮的教训**：bank 旋转无效（8,474，+241，其中大部分是多出的 `memcpy`/建表开销），VRF bank 冲突假说被证伪。连同第 1 轮，两次只动寄存器/算术侧的改动都对 ~8.2k 毫无正面影响——这个数字对算术管线的调度**不敏感**。剩下唯一没被触碰过的资源是**内存路径**：32 KiB 的 K = 512 条 64 B 缓存行，8,233 周期正好是..."
round3,llama-attn-scores-int8,20260908-202458-85ab,4,ok,12935,51280,6144,2.1053059895833335,False,1.100531,"**上一轮的教训**：标量触碰让周期翻倍（+10,405 ≈ 512 行 × 20.3 周期），而向量装载**毫无受益**——这说明 (a) Shuttle 的标量 miss 会阻塞流水线约 20 周期（L2 时延），(b) 向量 LSU **绕过 L1D 直接走自己的 TileLink 端口读 L2**。回头核对所有数据点：向量单元的总内存流量 = K 32 KiB + scratch 写..."
round3,llama-attn-pv-int8,20260908-202513-620b,-1,ok,4853,22856,4096,1.184814453125,True,0.0,
round3,llama-attn-pv-int8,20260908-202513-620b,0,ok,22856,22856,4096,5.580078125,False,0.0,
round3,llama-attn-pv-int8,20260908-202513-620b,1,ok,7501,22856,4096,1.831298828125,False,1.333287,先查一下实验数据库，看看 Round 1 里哪些变体被试过、各自测了多少 cycle，避免重复发现。数据库不可用，直接看编译产物。先确认工具链和当前内核的反汇编，检查编译器是否在 inline asm 周围额外插入了东西。目录 `llama-attn-pv-int8` 还不存在（只有 scores-int8）。看一下相邻目录和 header...
round3,llama-attn-pv-int8,20260908-202513-620b,2,ok,4916,22856,4096,1.2001953125,False,1.384969,**上一轮 EXPECTED 落空的教训：** 预取版本慢了 +2648 cycles（≈+20.7/iter），说明标量 `lbu` miss 会在 Shuttle 侧直接把流水线卡住（MSHR 争用 / nack-replay），且这种标量停顿几乎 1:1 反映到总 cycle 上——即向量单元基本与标量前端**同步运行，issue queue 很浅**，向量 pipe...
round3,llama-attn-pv-int8,20260908-202513-620b,3,ok,4814,22856,4096,1.17529296875,True,1.970915,**上一轮 EXPECTED 落空的教训：** 软件流水后 4916（+63），向量单元看到的 beat 流完全一样、派发提前却毫无收益 → Saturn 的 issue queue 已足够深，派发时序不是瓶颈；多出的 63 ≈ 每迭代多一条 `j`/`beqz` 分支。剩余 757 cycles 只能来自：(a) 冷 miss 延迟被 WAR 限制的 ~24-cycle 加载余量暴露，(b)...
round3,llama-silu-mul,20260908-202528-f504,-1,ok,35774,361260,30720,1.1645182291666667,True,0.0,
round3,llama-silu-mul,20260908-202528-f504,0,ok,361260,361260,30720,11.759765625,False,0.0,
round3,llama-silu-mul,20260908-202528-f504,1,ok,34695,361260,30720,1.12939453125,True,0.662962,"编辑已完成并通过汇编检查：循环体现在是 2 load + 4 int + **16 FP op**（无 `vmv.v.v` 拷贝）+ 1 store，`out = sgu + sgu·eps²` 由一条 `vfmadd.vv v28,v0,v28` 完成，数值与原 `sgu·(1+eps²)` 等价；预计约 33,700 cycles。"
round3,llama-silu-mul,20260908-202528-f504,2,ok,35712,361260,30720,1.1625,False,0.653632,"**上轮 EXPECTED 复盘：** 我预测省 8 beats/strip（≈2,048 cycles），实测只省了 1,079（≈4.2 cycles/strip），与 turn 3 的""16 beats 只兑现 12""同一模式。结论：FP pipe 现在是 16×8 = 128 beats/strip，但实测 135.5，仍有 ~7.5 cycles/strip 的**串行气泡**不随..."
round3,llama-silu-mul,20260908-202528-f504,3,ok,33177,361260,30720,1.07998046875,True,0.691749,"编辑完成并通过汇编检查：strip 头部现在是 `vle g, vle u → vfmul t → vfmul gu → …`，钳位的两条 int op（`vmax/vmin` on bits(m)）落在 Horner 链旁边并行执行，16 FP + 4 int op，无拷贝、无多余 `vsetvli`；预计约 33,000 cycles。"
round3,llama-silu-mul,20260908-202528-f504,4,ok,31024,361260,30720,1.0098958333333334,True,0.522505,"**上轮 EXPECTED 复盘：** 预测 ~33,000，实测 33,177 = 129.6 cycles/strip，与 16 FP op × 8 = 128 beats 只差 1.6 cycles/strip——机器模型已经对齐：**FP sequencer 的 beat 数就是全部成本**，int/load/store pipe 完全隐藏。再往下只能砍 FP op 数（16 → 15..."
round3,llama-softmax,20260908-202543-fc79,-1,ok,1568,21906,1472,1.065217391304348,True,0.0,
round3,llama-softmax,20260908-202543-fc79,0,ok,21906,21906,1472,14.88179347826087,False,0.0,
round3,llama-softmax,20260908-202543-fc79,1,ok,1704,21906,1472,1.1576086956521738,False,1.220756,"**HYPOTHESIS:** pass 2 上每组 32 元素要走 10 条 e32m4 算术指令（每条 8 beat），16 组 × 80 beat = 1280 c，加上 pass 1/3 各 128 c 与 ~30 c 的开销 ≈ 1568 c——测得值与""整数与浮点算术全部串行在同一个执行 sequencer""的模型完全吻合。其中 `vsll`(fx<<23) +..."
round3,llama-softmax,20260908-202543-fc79,2,ok,1555,21906,1472,1.0563858695652173,True,2.59156,上一轮 **EXPECTED 落空**：预计 −128 c，实测 **+136 c**。这说明 Saturn 的整数乘法管线远非 DLEN 全吞吐——一条 e32m4 `vmacc` 占了约 24 beat（≈ 3 个 ALU 指令的时间），比被它替换的 `vsll`+`vadd`（16 beat）还贵。模型更新：**在这台机器上任何 `vmul/vmacc` 类整数乘法都要按 ~3× beat...
round3,llama-softmax,20260908-202543-fc79,3,ok,1693,21906,1472,1.1501358695652173,False,2.229166,"上轮 EXPECTED 命中（预计 −6~10，实测 −13）：1568 → **1555**，k 链上的 fp↔int 搬运确实在关键路径上。现在 1555 = 1536（10 op × 8 beat × 16 组 + pass 1/3）+ **19 c** 的串行空转。

**HYPOTHESIS:** 剩下的空转主要在 pass 1→2 之间：`vfredmax` 尾部延迟 →..."
round3,llama-q8-gemv-gemmini-n1,20260909-052323-9d90,-1,ok,132424,150339,131072,1.01031494140625,True,0.0,
round3,llama-q8-gemv-gemmini-n1,20260909-052323-9d90,0,ok,150339,150339,131072,1.1469955444335938,False,0.0,
round3,llama-q8-gemv-gemmini-n1,20260909-052323-9d90,1,ok,182726,150339,131072,1.3940887451171875,False,8.802071,"I'll load the remote tool first.Now the earlier rounds (a7d0 iters 3,4,6,7 and f7c4 iters 1,2,3,7) plus checking whether the run out_dirs with logs are accessible on disk.I have enough. Summary..."
round3,llama-q8-gemv-gemmini-n1,20260909-052323-9d90,2,ok,132424,150339,131072,1.01031494140625,False,8.221013,I'll start by loading the database tools and fetching the schema.Now the iters for all n1 runs.The `note` fields are terse. Let me check the `diff` column and search all text columns for the...
round3,llama-q8-gemv-gemmini-n1,20260909-052323-9d90,3,ok,132424,150339,131072,1.01031494140625,False,0.816998,"上一轮 EXPECTED（保持 132,424）**精确命中**，没有失准；它证实的只是工作区里确实是最佳内核。本轮我在动手前又把最后一个未被 DB 覆盖的想法——""host 在 `loop_ws` 流式读冷行的同时，手工向空闲 spad 区插入热行 mvin + preload/compute，让 L2 hit 与 DRAM miss 在 DMA 请求流中交错""——按..."
round3,llama-q8-gemv-gemmini-n1,20260909-052323-9d90,4,ok,132424,150339,131072,1.01031494140625,False,0.658455,"上一轮 EXPECTED（132,424 不变）再次精确命中——工作区里就是最佳内核（md5 `32d252581f84a556256dfed8c8034979`，`cmp` 与保存的 v1 副本逐字节一致），无需恢复。

本轮我在动手前又核算了两条此前未在 DB 中出现的思路，结论都是负收益，因此仍然不改文件：

1. **命令内热/冷混合**（用 `stride_B = 33·M`..."
round3,llama-q8-gemv-gemmini-n1,20260909-052323-9d90,5,ok,132424,150339,131072,1.01031494140625,False,0.355201,"上一轮 EXPECTED（132,424 不变）第三次精确命中；工作区文件与最佳内核逐字节一致（`cmp` 无差异，md5 `32d252581f84a556256dfed8c8034979`），无需恢复。

本轮我又把剩余 1,352 cycles（132,424 − 131,072）逐项归因，寻找可切的""未被隐藏的 drain""：

- **每次 loop_ws 的 A mvin**：每个..."
round3,llama-q8-gemv-gemmini-n1,20260909-052323-9d90,6,ok,133513,150339,131072,1.0186233520507812,False,0.436374,上一轮 EXPECTED 再次命中，无新信息。但这轮我重新审视了 loop_ws 的**每个 loop 起始处的 A 装载**：LoopMatmul 的 ldA 单元把 240 B 的 A tile 切成 4 条单行 mvin（每条 ≤ 64 B、只有 1 个 DMA 请求），而 LoadController 只跟踪 2 条未完成命令——这 4 条命令每条独占一个 tracker 一整个...
round3,llama-q8-gemv-gemmini-n1,20260909-052323-9d90,7,selfcheck_failed,,150339,131072,,False,2.424228,"上一轮 EXPECTED（≈131.5k）失准：实测 **+1,089**。它教会我的是：**host 触碰过的行对 Gemmini 反而更贵**——Rocket/Shuttle 对 load 取得的是 TIP 态，InclusiveCache 在 Gemmini 的 Get 到达时必须先 probe L1，一次 probe 往返（~40 cycles）× 28 条 A mvin ≈..."
round3,llama-q8-gemv-gemmini-n1,20260909-052323-9d90,8,selfcheck_failed,133587,150339,131072,1.0191879272460938,False,0.824811,"编译干净（0 条内核警告），反汇编确认在任何向量指令之前执行 `csrs mstatus, 0x600`（MSTATUS_VS），文件 md5 `2ebe77aad42d5674254b4344140239ba`。

**总结：** `tohost = 1337` 是 riscv-tests 的 trap 出口码——`crt.S` 只开了 FS|XS 没开 `mstatus.VS`，v7 内核的..."
round3,llama-q8-gemv-gemmini-lmhead,20260909-052338-b80e,-1,ok,659142,740101,524288,1.2572135925292969,True,0.0,
round3,llama-q8-gemv-gemmini-lmhead,20260909-052338-b80e,0,ok,740101,740101,524288,1.411630630493164,False,0.0,
round3,llama-q8-gemv-gemmini-lmhead,20260909-052338-b80e,1,ok,666484,740101,524288,1.2712173461914062,False,1.331573,"编译检查通过（仅 `gemmini.h` 自身的既有 warning，我的文件无错误/警告）。几何校验：`a_rows = 2048`，每 bank 4 个 512 行 slot，共 16 个 slot，最高地址 3·4096 + 2048 + 4·512 = 16384 = 恰好占满 scratchpad。

本轮变更：ring slot 改为按 bank 轮转（block g → bank..."
round3,llama-q8-gemv-gemmini-lmhead,20260909-052338-b80e,2,ok,738148,740101,524288,1.4079055786132812,False,0.500175,**上一轮教训**：bank 分离后 666484 ≈ 659142（+1%，多出的 A 副本 mvin），说明 **scratchpad 单端口的 DMA 写 / ex 读冲突根本不是瓶颈**——per-tile ~40 cycles 不来自 bank 端口。这一条退役。剩下两个候选：DMA 请求管线（命令跟踪器 2 槽 × 4 行命令 → 实际只有 4–8 个 64 B 请求在飞）或 ex...
round3,llama-q8-gemv-gemmini-lmhead,20260909-052338-b80e,3,ok,745566,740101,524288,1.4220542907714844,False,1.712552,编译通过。本轮变更：改用转置公式 C^T = B^T·A^T——B tile 作为带 `a_stride=64`、`a_transpose` 的流式操作数（每 tile 一条 compute，每 K block 只 preload 一次 A^T 权重），从而 B 可以按 DRAM 行方向用 stride-64 B 的 16 行 × 64 B mvin **纯顺序**流入...
round3,llama-q8-gemv-gemmini-lmhead,20260909-052338-b80e,4,ok,1291233,740101,524288,2.462831497192383,False,0.661364,**上一轮教训**：完全顺序的 1 KiB DMA 流（转置公式，自检通过）得到 745k ≈ 16 行命令的 738k ≈ pristine 的 740k。三种截然不同的 DRAM 访问模式都落在 ~740k，只有 4 行 × 64 B 命令的 v3 是 659k。这排除了 DRAM 页局部性、bank 端口、命令跟踪器并发 三个假说。剩下两种可能：(A) 内存路径本身的吞吐上限就在...
round3,llama-q8-gemv-gemmini-lmhead,20260909-052338-b80e,5,ok,635908,740101,524288,1.2128982543945312,True,0.774469,**上一轮结论**：DMA-only = 1291233 − 659142 = **632k cycles（6.64 B/cycle）**，预测（620k）命中。v3 全内核只比纯 DMA 流多 4%——计算/重叠已接近完美，**墙是内存路径本身**（对 4 MiB 冷流 ~6.6 B/c，很像 8 B 宽 mbus 的 ~83%）。此后只有两个方向有意义：改变必须走 DRAM...
round4,llama-q8-gemv-gemmini-lmhead,20260909-200541-dae1,-1,ok,635908,740101,524288,1.2128982543945312,True,0.0,
round4,llama-q8-gemv-gemmini-lmhead,20260909-200541-dae1,0,ok,740101,740101,524288,1.411630630493164,False,0.0,
round4,llama-q8-gemv-gemmini-lmhead,20260909-200541-dae1,1,ok,695516,740101,524288,1.3265914916992188,False,0.321087,"**HYPOTHESIS:** v6 以 4 行 × 64 B 的 mvin 发出权重流，ld 队列只有 nCmds = 2 个命令槽，因此在飞请求数 = 2 × 4 = 8，仅占 StreamReader 16 个槽位的一半；同时 16,384 条 mvin + 16,384 对 preload/compute ≈ 33,000 条 RoCC 命令，636k 周期内每 19..."
round4,llama-q8-gemv-gemmini-lmhead,20260909-200541-dae1,2,ok,6614734,740101,524288,12.61660385131836,False,0.92772,"上一轮 **假设死亡**：16 行 × 64 B mvin 反而慢了 +59,608 周期（695,516）。这退掉了""请求池只填一半 / 主机发射率""这条分支——把在飞请求从 8 提到 16、命令数从 33k 降到 20k 都没帮忙，反而变差。说明真正的变量是 **一条命令内 16 个请求跨 32 KiB（stride 2048）的 DRAM/L2 访问模式**，而不是在飞深度；M=512 的..."
round4,llama-q8-gemv-gemmini-lmhead,20260909-200541-dae1,3,ok,690466,740101,524288,1.3169593811035156,False,1.163159,"上一轮的 8 个探针数字没有回传到我这里（只拿到总和 6,614,734）。先查实验数据库，看运行日志是否保存了 stdout。编译通过，内核文件无告警，探针代码与 `stdio` 已全部移除。

**本轮改动：** 从 v6 最佳内核出发，仅把 `LQ8_B_ROWS` 4 → 8（mvin 命令 16,384 → 8,192，2 命令槽 × 8 行 = 16 个请求在飞，单命令跨度 16..."
round4,llama-q8-gemv-gemmini-lmhead,20260909-200541-dae1,4,ok,634507,740101,524288,1.210226058959961,True,0.491714,"上一轮 **假设死亡**：8 行 = 690,466，与 16 行的 695,516 几乎相同，而不是""两 bank 就好""的双峰。这说明 stride 2048 下 **跨度不是变量，""每条命令 ≥8 行""才是**——4 行 (636k) vs 8 行 (690k) vs 16 行 (695k)。同一条命令的所有行相隔 2 KiB，若 L2 bank 是按 ≥512 B 粒度交织的 4..."
round4,llama-q8-gemv-gemmini-lmhead,20260909-200541-dae1,5,selfcheck_failed,,740101,524288,,False,0.859223,"本轮结果 634,507（−1,401，仅 0.2%）——bank 假设 **实质死亡**：chunk 顺序几乎不影响吞吐，退掉""L2 bank 冲突""整条分支。

汇总模型：4 行 = 636k，8 行 = 690k，16 行 = 695k，顺序无关。一条命令的行数一旦 ≥ 8 就掉到 6.0 B/cycle，唯一合理解释是 DRAM row-buffer：8 KiB 的 DRAM..."
round4,llama-q8-gemv-gemmini-lmhead,20260909-200541-dae1,6,ok,634907,740101,524288,1.210988998413086,False,0.574408,"断言 `bytes_to_read === 0` 说明 `cols` 字段在 LoadController 中被截断为 0：硬件的 `mvin_cols_bits = log2Up(dma_maxbytes/sizeof(elem_t)+1) = 7` 位，1024 → 0。即 **`MAX_BLOCK_LEN·DIM = 64` 列是硬件硬上限**，不是软件保守——""沿 B..."
round4,llama-q8-gemv-gemmini-lmhead,20260909-200541-dae1,7,ok,1335959,740101,524288,2.5481395721435547,False,0.625257,"上一轮 **假设死亡**：mvout 交错 +400（噪声级），尾部不是杠杆。

把已有数据合起来做一次收敛的算术：升序 K 曾测 +17,104 ⇒ 暖尾 w 满足 w·(1/6.6 − 1/16) = 17,104 ⇒ w ≈ 192 KiB；于是 634,507 = 192K/16 + (4M − 192K)/r ⇒ **冷流速率 r ≈ 6.43 B/cycle**。上一轮探针总和..."
round4,llama-q8-gemv-gemmini-lmhead,20260909-200541-dae1,8,ok,1299397,740101,524288,2.478403091430664,False,0.474268,"探针解码：总数 1,335,959 − 内核冷态 ≈ 647k − printf ≈ **16 行 × stride 512 扫 4 MiB ≈ 685–689k（≈6.1 B/cycle）**，与 stride 2048 的 16 行（695k）几乎相同，且明显差于 4 行（634.5k）。假设 **存活并加强**：请求形状的差异与 stride 无关，只与每条命令的行数（=在飞请求数 16..."
round4,llama-q8-gemv-gemmini-lmhead,20260909-200541-dae1,9,ok,637154,740101,524288,1.2152748107910156,False,0.785727,"探针解码：1,299,397 − 内核冷态 ≈ 650k ⇒ **3 行命令（6 在飞）mvin-only ≈ 649k**，比 4 行的 632k 差 ~17k，也不是延迟界预测的 843k。假设 **死亡**：在飞曲线在 8（4 行）处达到峰值，两侧都变差；冷 DRAM 在这个 DRAMSim2/mbus 路径上对 Gemmini 的饱和速率就是 ~6.4–6.6 B/cycle（约 80%..."
round4,llama-q8-gemv-gemmini-lmhead,20260909-200541-dae1,10,ok,634934,740101,524288,1.2110404968261719,False,0.543752,"637,154（+2.6k）。EXPECTED 未中，教训：execute 按置换序发出反而更慢——ex 队列并不是被""未就绪 execute 堵住""，而是 execute 顺序本身影响 spad 读取/依赖检查；顺序 tile 序（spad 行连续）就是最好的。稳态流水线没有可挤的余量了。

但这个失败让我重新核算了尾部：稳态每步是 128 load + 256 execute..."
round4,llama-q8-gemv-gemmini-lmhead,20260909-200541-dae1,11,ok,822414,740101,524288,1.5686302185058594,False,0.257677,"634,934（+427）。EXPECTED 未中，教训：把最后一个 K 块的 execute 藏到 DMA 尾部下面没有任何收益 ⇒ 串行 epilogue 本身几乎不花时间（execute 命令入队极快，排空只由最后几条 load 的返回延迟决定），内核与 mvin-only 流之间的 ~2.5k 差不是排空，而是 execute 与 load 争用 spad..."
round4,llama-q8-gemv-gemmini-lmhead,20260909-200541-dae1,12,ok,682974,740101,524288,1.3026695251464844,False,0.2675,"探针解码：822,414 − ~646.5k（冷态内核 + printf）≈ **176k / 16,384 条 ≈ 10.7 周期/命令**。EXPECTED（X≈20）未中，教训：主机发射成本约 10–11 周期而非 20。核对：rows=2 内核 65k 条命令 × 10.7 ≈ 700k ≈ 观测的 655k+，确实是主机界；而现在的内核 49k 条 × 10.7 ≈ 526k <..."
round4,llama-q8-gemm,20260909-200556-5de3,-1,ok,138892,146737,131072,1.059661865234375,True,0.0,
round4,llama-q8-gemm,20260909-200556-5de3,0,ok,146737,146737,131072,1.1195144653320312,False,0.0,
round4,llama-q8-gemm,20260909-200556-5de3,1,ok,137391,146737,131072,1.0482101440429688,True,2.0579,"数据库不可用。先读硬件参数和 `gemmini_loop_ws` / `sp_tiled_matmul_ws` 的实现细节。The benchmark C file isn't present in this workspace (the harness reassembles it), so I'll compile-check the header with a minimal..."
round4,llama-q8-gemm,20260909-200556-5de3,2,ok,137246,146737,131072,1.0471038818359375,True,1.28581,"编译通过（无错误/警告，41 条 RoCC 指令）。

**本轮改动总结**：在最优内核（J=16 单遍 + 半高尾部拆分）基础上，把所有 LOOP_WS 的 scratchpad 半区改为显式指定（与硬件未复位的 `head_loop_id` 奇偶性无关），并让尾部 Q 命令通过 `B=NULL, b_spad_id=hp` 直接复用 P 已载入的 B 块（省掉 32 KiB 的 B..."
round4,llama-q8-gemm,20260909-200556-5de3,3,ok,137280,146737,131072,1.04736328125,False,0.815144,"编译通过（41 条 RoCC 指令）。工作区里原本就是最优内核，本轮改动只加了一处：主循环的第一条 LOOP_WS 强制为 `Kc = 1`（后续序列为 16×6、15，再接尾部 P/Q，半区奇偶交替不受影响）。

**本轮总结**：用一条 K=1 的首命令把冷启动从""等 8 KiB 到齐""缩短到""等 ~2 KiB""，预计 ≈136.5k（省 ~600–800）。若实测不变，说明冷启动并非由..."
round4,llama-q8-gemm,20260909-200556-5de3,4,ok,137246,146737,131072,1.0471038818359375,False,0.539923,"上一轮 EXPECTED 136.5k，实测 137280（+34）。教训：首条命令改成 K=1 完全没有缩短冷启动，说明冷启动并不由""A 首块 4 KiB + B 首行 4 KiB 到达时间""主导（RS 按 mvin 粒度追踪依赖，首个 compute 早就能开始），冷启动本身已经只有 DRAM 首访延迟量级。也就是说剩余 ~6.2k 里绝大部分是**末尾 32 KiB 的 C 排空**（8..."
round4,llama-q8-gemm,20260909-200556-5de3,5,ok,137246,146737,131072,1.0471038818359375,False,0.362455,"工作区里的文件就是最优内核（md5 `14a356df…`，与上一轮恢复后一致；第 4 次实测 137246 也证明它逐字相同、结果可复现）。

**HYPOTHESIS:** 剩余 6174 周期 ≈ 末尾 32 KiB C 排空（≥4096 @ 8 B/c，写路径实际 ~4.5–5k）+ DRAM 首访冷启动（<1k）。两者都是硬件结构决定的：排空粒度由 `LoopMatmul` 的..."
round4,llama-q8-gemm,20260909-200556-5de3,6,ok,137246,146737,131072,1.0471038818359375,False,0.196831,"工作区文件 md5 仍为 `14a356df…`（即上方最优内核，第 4、5 轮已两次复测 137246，完全可复现）。

**HYPOTHESIS:** 剩余 6174 周期 = 末尾 Q 的 32 tile C 排空（32 KiB，≥4096 @ 8 B/c）+ DRAM 首访冷启动（<1k）。前者由硬件 accumulator 基址只在 {0, ACC_ROWS/2} 间翻转、且仅在输出..."
round4,llama-q8-gemv-gemmini-n1,20260909-200611-94c0,-1,ok,132424,150339,131072,1.01031494140625,True,0.0,
round4,llama-q8-gemv-gemmini-n1,20260909-200611-94c0,0,ok,150339,150339,131072,1.1469955444335938,False,0.0,
round4,llama-q8-gemv-gemmini-n1,20260909-200611-94c0,1,ok,768849,150339,131072,5.865852355957031,False,0.940255,"我先用一个本地的小模拟量化一下""分块降序 vs 严格降序""在随机替换 L2 上的差异，再决定这一轮怎么花。**HYPOTHESIS:** 内核已在 132,424 = 1.010x 的 8 B/cycle 链路下限（mvin-only 探针 132,109 证明数据流本身就是全部成本）。我本地用随机替换 L2 模型做的模拟显示：tile 内部读取顺序（严格降序 vs 当前分块降序）只值 ~300..."
round4,llama-q8-gemv-gemmini-n1,20260909-200611-94c0,2,ok,132839,150339,131072,1.0134811401367188,False,0.887157,"上一轮的 EXPECTED（scored ≈600k）与实测 768,849 相差 ~170k：说明 2 MiB 的 DMA flush 比 7 B/cycle 模型慢（或 printf 经 HTIF 更贵）。探针的 `PROBE` 行没有被转发给我——先查实验数据库看 stdout 是否被记录，再恢复最优内核。内核已恢复到最优版本并叠加了唯一一个改动（尾块 loop 移到 k=0..."
round5,llama-q8-gemv-gemmini-n16,20260911-065653-8115,0,ok,168367,168367,131072,1.2845382690429688,True,0.0,
round5,llama-q8-gemv-gemmini-n16,20260911-065653-8115,1,ok,144521,168367,131072,1.1026077270507812,True,1.415944,"编译通过（`rc=0`）。切片序列：K_tiles=128，tile_K=15 → 9 个 loop（8×15 + 1×8），从 k=[113..128) 降到 [0..8)，最后一个 loop 带 C 指针做唯一一次 mvout，第一个 loop `ex_accumulate=false` 覆盖 accumulator，其余累加。

**总结**：已将 `tiled_matmul_auto`..."
round5,llama-q8-gemv-gemmini-n16,20260911-065653-8115,2,ok,142458,168367,131072,1.0868682861328125,True,0.729435,上一轮 EXPECTED 135k，实测 144.5k，差了 ~9.5k。修正模型：N=1 的 132.4k 只覆盖 B 流；N=16 额外有 A 32 KiB（+4k，带内）、末尾 32 KiB mvout（走 L2 写分配，~2.5k）以及**最后一个 loop 的 ex 尾巴没被隐藏**（~5k）。ex 尾巴之所以长，是因为 ex 每 tile 远慢于 16 cycles：硬件 loop...
round5,llama-q8-gemv-gemmini-n16,20260911-065653-8115,3,ok,768839,168367,131072,5.865776062011719,False,1.079481,编译通过。本轮是探针：一次调用内连跑 T1（最佳 kernel）、T2/T3/T4（纯 mvin：A+B 16-row / 仅 B 16-row / A+B 且 B 用 4-row 命令）、T5（再跑完整 kernel，保证 C 正确），并以 `PROBE` 前缀打印 5 个数字——目的是把剩余 ~4k 拆成 A 的真实 DMA 成本、ex/mvout 暴露量、以及 4-row...
round5,llama-q8-gemv-gemmini-n16,20260911-065653-8115,4,ok,158708,168367,131072,1.210845947265625,False,0.612827,"探针结果（T2–T5 起始 L2 状态相同）修正了模型：
- **A 的真实成本 = T2 − T3 = 11,207 cycles**，不是按字节算的 4,096：A 是 16 行 × stride 2048 的 64 B 散读，每请求 ~22 cycles，而 B 顺序流 ~8-9 cycles/请求。这是最大的剩余杠杆（~7k 超额）。
- 完整 kernel（T5..."
round5,llama-q8-gemv-gemmini-n16,20260911-065653-8115,5,ok,155636,168367,131072,1.187408447265625,False,0.33187,"上一轮假说死亡：158,708（+16k）。自检通过说明 `a_spad_id` 区域（1→0，2→spad half）与手工 A 布局都正确，但 **1 行/命令的 mvin 是灾难**：LoadController 只允许 2 条命令同时打开，1 行命令意味着只有 2 个请求在飞，A 流退化到 ~1 B/cycle。这反过来也解释了最佳 kernel 里 A 为何贵：硬件 loop 的..."
round5,llama-q8-gemv-gemmini-n16,20260911-065653-8115,6,ok,142609,168367,131072,1.0880203247070312,False,0.76528,"上一轮：155,636，假说死亡。4 行命令只比 1 行好 3k，说明 **手工 mvin 夹在硬件 loop 之间本身就贵 ~13k**：LoopMatmul 对非 loop 命令是""等所有已配置的 loop 完成后再放行""，每个 loop 前的手工 mvin 都强制流水线排空一次（16 × ~800 cycles）。结论：任何在 loop 之间插入的手工 Gemmini 命令都不可行；A..."
round5,llama-q8-gemv-gemmini-n16,20260911-065653-8115,7,ok,143005,168367,131072,1.0910415649414062,False,0.897891,"上一轮：142,609（+151）→ `prefetch.r` 在这颗 Shuttle 上就是 NOP，Zicbop 通道关闭。至此 A 的三条""绕开硬件 loop ldA""路径全部排除（手工 mvin 会排空流水线、Zicbop 无效、布局不可改）。

回到硬件 loop 的 ldA 本身：kt=8 时每个 loop 的 ldA 发 **2 条**16..."
